dist_ema_50,rel_h1,rel_h4,dist_to_bull_ob,dist_to_bear_ob,dist_to_fvg,is_near_ob,spread,rsi,stoch_k,bb_pctb,bb_bw,atr,macro_bias,live_prob_buy,label
-0.001318397504236675,-0.0016428454082470395,0.0012039359633571557,0.8299999999999272,4.649999999999636,0.0,1.0,0.2800000000002001,,,,,,,,-1.0
-0.0014314173411741201,-0.001819711249592188,0.0010275727945810995,0.1299999999996544,0.7000000000002728,0.7000000000002728,1.0,0.2899999999999636,,,,,,,,-1.0
-0.0012582055978113426,-0.001682143531471452,0.0011647495298090056,0.599999999999909,0.2300000000000182,0.2300000000000182,1.0,0.33999999999969077,,,,,,,,-1.0
-0.0013858629193268495,-0.0018639374698029645,0.0009834722702512547,0.13000000000010914,0.9600000000000364,0.9600000000000364,1.0,0.3900000000003274,,,,,,,,-1.0
-0.00198509005398151,-0.0025745490244201206,0.00027488035341757046,2.580000000000382,3.8700000000003456,3.8700000000003456,1.0,0.38999999999987267,,,,,,,,-1.0
-0.0016320201287095396,-0.0022744447606803174,0.0005741316871619471,1.2600000000002183,2.6100000000001273,0.23999999999978172,1.0,0.3900000000003274,,,,,,,,-1.0
-0.0017409884783279195,-0.002463833912072532,0.0003852808009913518,0.29000000000041837,1.2099999999995816,1.2099999999995816,1.0,0.38000000000010914,,,,,,,,-1.0
-0.0015179119151529875,-0.0022891997860469047,0.000559418597233269,1.0299999999997453,0.2699999999999818,0.2699999999999818,1.0,0.2300000000000182,,,,,,,,-1.0
-0.0016462106978666878,-0.002493355551029087,0.0003558430658456471,0.13999999999987267,0.8899999999998727,1.1599999999998545,1.0,0.32999999999992724,,,,,,,,-1.0
-0.0014587002642679474,-0.002367900592343126,0.0004809414674603926,0.8299999999999272,0.1999999999998181,0.4699999999997999,1.0,0.3799999999996544,,,,,,,,-1.0
-0.0009683328890836684,-0.0018934237860136316,0.0009540697574602302,0.19000000000005457,1.0199999999999818,1.0199999999999818,1.0,0.38999999999987267,,,,,,,,-1.0
-0.0011213779317225515,-0.0020974183356064916,0.0007506549832697023,0.6000000000003638,0.4800000000000182,0.08999999999969077,1.0,0.3400000000001455,,,,,,,,-1.0
-0.0010286288464321609,-0.002053171499919024,0.0007947760644847402,0.330000000000382,0.75,0.3599999999996726,1.0,0.32999999999992724,,,,,,,,-1.0
-0.0009563878160757578,-0.0020113864094053946,0.0008364423970819823,0.02999999999974534,0.45000000000027285,0.7199999999997999,1.0,0.38999999999987267,,,,,,,,-1.0
-0.0011262181833733462,-0.0022375590978122193,0.0006109125168368427,1.0900000000001455,0.009999999999763531,0.009999999999763531,1.0,0.32999999999992724,,,,,,,,-1.0
-0.0012305616551899564,-0.002399876325391758,0.00044905661303342093,0.5399999999999636,0.4899999999997817,0.6700000000000728,1.0,0.2300000000000182,,,,,,,,-1.0
-0.0012967777208593564,-0.0025253392887819876,0.00032395022946467446,0.02999999999974534,1.0,1.180000000000291,1.0,0.3100000000004002,,,,,,,,-1.0
-0.0009404223510279619,-0.0021908411554294677,0.0006574976815846274,1.0100000000002183,0.07000000000016371,0.07000000000016371,1.0,0.34999999999990905,,,,,,,,-1.0
-0.0008602460647810233,-0.002141669079008592,0.0007065300054461955,0.7200000000002547,0.36000000000012733,0.03000000000020009,1.0,0.25999999999976353,,,,,,,,-1.0
-0.0007921588604398103,-0.002104793188123846,0.0007433010909108125,0.6200000000003456,0.4600000000000364,0.06999999999970896,1.0,0.3200000000001637,,,,,,,,-1.0
-0.0007350263223735283,-0.0020703781383767154,0.0007776183292244846,0.49000000000023647,0.5900000000001455,0.1999999999998181,1.0,0.3599999999996726,,,,,,,,-1.0
-0.000956120441939544,-0.0023408457961697393,0.0005079193708669495,0.7399999999997817,0.2899999999999636,0.47000000000025466,1.0,0.3400000000001455,,,,,,,,-1.0
-0.0009574504024006921,-0.002377739062154835,0.0004711309596839675,0.6599999999998545,0.36999999999989086,0.15999999999985448,1.0,0.34999999999990905,,,,,,,,-1.0
-0.00103098135595919,-0.0024982759932364543,0.00035093660808720807,0.17000000000007276,0.8599999999996726,0.4600000000000364,1.0,0.38999999999987267,,,,,,,,-1.0
-0.0010508348172722905,-0.0025647066908165875,0.00028469471400448997,0.04000000000041837,1.1899999999995998,0.7899999999999636,1.0,0.2899999999999636,,,,,,,,-1.0
-0.001145159293581873,-0.0027197458952210353,0.00013009614841755104,0.5700000000001637,1.9800000000000182,1.580000000000382,1.0,0.3500000000003638,,,,,,,,-1.0
-0.0009896880856318166,-0.002604077184749501,0.0002454361154335138,0.02999999999974534,1.3099999999999454,0.9100000000003092,1.0,0.30999999999994543,,,,,,,,-1.0
-0.0008480505022379782,3.190340630217658e-05,3.190340630217658e-05,0.0,1.0299999999997453,0.6300000000001091,1.0,0.3599999999996726,,,,,,,,-1.0
-0.000993118566090536,-0.00017918771508662823,-0.00017918771508662823,0.2300000000000182,1.5700000000001637,1.3500000000003638,1.0,0.30999999999994543,,,,,,,,-1.0
-0.0012397684783457897,-0.00048616516356511744,-0.00048616516356511744,1.1899999999995998,2.9899999999997817,2.769999999999982,1.0,0.38999999999987267,,,,,,,,1.0
-0.0011756290027089885,-0.00047633896673731247,-0.00047633896673731247,1.0499999999997272,2.849999999999909,2.630000000000109,1.0,0.32999999999992724,,,,,,,,1.0
-0.00036532227938469096,0.0003532780028017042,0.0003532780028017042,1.2399999999997817,0.21000000000003638,0.02999999999974534,1.0,0.38999999999987267,,,,,,,,-1.0
-0.0002537677545135899,0.0004587223478734149,0.0004587223478734149,1.8699999999998909,0.44000000000005457,0.1799999999998363,1.0,0.32999999999992724,,,,,,,,-1.0
-0.00042536136270695493,0.00026988765313055177,0.00026988765313055177,0.9600000000000364,0.11000000000012733,0.14000000000032742,1.0,0.38999999999987267,,,,,,,,-1.0
-0.0002395681767281658,0.00045627040644865294,0.00045627040644865294,1.4600000000000364,0.13999999999987267,0.1999999999998181,1.0,0.38999999999987267,,,,,,,,-1.0
-0.0002320389899554834,0.00045381845299419823,0.00045381845299419823,1.6100000000001273,0.010000000000218279,0.34999999999990905,1.0,0.36000000000012733,,,,,,,,-1.0
5.0300280254843925e-05,0.0007455164786117609,0.0007455164786117609,2.5599999999999454,0.09000000000014552,1.2999999999997272,1.0,0.34999999999990905,,,,,,,,-1.0
-6.425194002745427e-05,0.0006523877145092142,0.0006523877145092142,2.300000000000182,0.13000000000010914,0.0,1.0,0.38000000000010914,,,,,,,,-1.0
-0.00029238122548282656,0.00039987243333417785,0.00039987243333417785,0.9800000000000182,0.5599999999999454,0.13999999999987267,1.0,0.38999999999987267,,,,,,,,-1.0
-1.4893903277617272e-05,0.0006793478260869521,0.0006793478260869521,1.4600000000000364,0.08000000000038199,0.04999999999972715,1.0,0.30999999999994543,,,,,,,,-1.0
